"Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Canceled Rides by Customer,Reason for canceling by Customer,Canceled Rides by Driver,Reason for canceling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating"
"2025-01-08,00:56,CNR529519701,Success,CUST153051,Bike,AB Road,Palasia,13.0,6.0,False,,False,,False,,141,3.07,4.1,4.0"
"2025-01-24,03:26,CNR145875703,Success,CUST681494,Prime SUV,Chhoti Gwaltoli,Vijay Nagar,10.0,19.0,False,,False,,False,,281,2.23,4.9,4.9"
"2025-01-24,00:30,CNR284450451,Incomplete,CUST358671,Bike,Silicon City,RNT Marg,,,False,,False,,True,Vehicle Breakdown,906,16.79,,"
"2025-01-08,07:05,CNR936781425,Canceled by Driver,CUST963887,Bike,RNT Marg,Super Corridor,,,False,,True,Customer was coughing/sick,False,,274,10.1,,"
"2025-01-22,20:07,CNR599235526,Success,CUST106496,Mini,Sapna Sangeeta,Nanda Nagar,20.0,7.0,False,,False,,False,,538,13.11,4.9,4.6"
"2025-01-06,00:16,CNR809807980,Canceled by Driver,CUST464054,Auto,Super Corridor,Scheme No. 73,,,False,,True,More than permitted people in there,False,,157,8.32,,"
"2025-01-21,11:01,CNR103046903,Success,CUST490239,Prime Plus,AB Road,Scheme No. 78,17.0,19.0,False,,False,,False,,102,15.87,3.5,4.3"
"2025-01-22,23:53,CNR207316340,Success,CUST461403,Prime Plus,Annapurna,Scheme No. 74,16.0,17.0,False,,False,,False,,309,13.94,3.2,4.0"
"2025-01-30,14:01,CNR583509030,Success,CUST105042,Bike,Sapna Sangeeta,MR 4,8.0,8.0,False,,False,,False,,334,12.45,4.2,3.8"
"2025-01-06,13:30,CNR345610636,Canceled by Customer,CUST915220,eBike,Palasia,MR 2,,,True,Driver is not moving towards pickup location,False,,False,,728,19.72,,"
"2025-01-04,10:59,CNR745375662,Canceled by Driver,CUST247812,Auto,Scheme No. 54,Ring Road,,,False,,True,Personal & Car related issue,False,,457,14.69,,"
"2025-01-09,16:29,CNR489953422,Success,CUST126704,eBike,Nanda Nagar,Rajendra Nagar,9.0,18.0,False,,False,,False,,377,13.67,3.8,3.5"
"2025-01-07,03:29,CNR655035806,Success,CUST345295,Prime Plus,MG Road,MR 3,18.0,20.0,False,,False,,False,,181,4.29,4.3,4.5"
"2025-01-25,02:26,CNR816481663,Canceled by Customer,CUST245052,Prime SUV,Scheme No. 114,Malharganj,,,True,Wrong Address,False,,False,,666,8.2,,"
"2025-01-29,23:45,CNR713020018,Canceled by Customer,CUST631708,Bike,Banganga,Malharganj,,,True,Driver asked to cancel,False,,False,,238,7.39,,"
"2025-01-09,15:01,CNR324444969,Incomplete,CUST503028,Prime SUV,Rau,Juni Indore,,,False,,False,,True,Customer Demand,203,6.26,,"
"2025-01-01,14:52,CNR741871215,Success,CUST360583,Prime SUV,Bhawarkua,Saket Nagar,14.0,11.0,False,,False,,False,,573,5.07,3.3,3.3"
"2025-01-10,23:20,CNR100869830,Success,CUST233904,Bike,Super Corridor,Pipliyahana,8.0,10.0,False,,False,,False,,137,11.98,4.6,4.3"
"2025-01-22,06:58,CNR925780438,Incomplete,CUST265200,Prime Plus,Lokmanya Nagar,AB Road,,,False,,False,,True,Other Issue,475,13.7,,"
"2025-01-07,22:02,CNR224372991,Success,CUST187441,Auto,Juni Indore,Scheme No. 71,14.0,11.0,False,,False,,False,,127,17.15,4.7,4.1"
"2025-01-21,20:11,CNR978287156,Success,CUST589310,Mini,Scheme No. 72,Nanda Nagar,12.0,10.0,False,,False,,False,,153,12.75,4.7,4.9"
"2025-01-13,06:16,CNR580365146,Success,CUST242775,Prime Plus,Scheme No. 73,Tilak Nagar,19.0,8.0,False,,False,,False,,259,10.74,3.0,3.9"
"2025-01-25,18:17,CNR980071877,Incomplete,CUST808141,eBike,Lasudia Mori,Pipliyahana,,,False,,False,,True,Customer Demand,816,7.03,,"
"2025-01-03,22:50,CNR230351805,Success,CUST253037,Prime Plus,MR 9,Aerodrome Road,14.0,20.0,False,,False,,False,,296,19.21,4.6,4.9"
"2025-01-20,02:43,CNR503127534,Success,CUST796369,Mini,Tilak Nagar,Silicon City,18.0,6.0,False,,False,,False,,418,4.6,4.7,4.3"
"2025-01-05,14:43,CNR389998052,Success,CUST919310,Prime SUV,Khajrana,Bada Gwaltoli,11.0,5.0,False,,False,,False,,556,6.1,3.0,4.8"
"2025-01-21,23:43,CNR166896635,Success,CUST570009,Mini,Hira Nagar,South Tukoganj,12.0,16.0,False,,False,,False,,314,12.93,4.4,3.4"
"2025-01-03,10:29,CNR865709645,Canceled by Driver,CUST594260,Mini,Scheme No. 78,Scheme No. 73,,,False,,True,Customer was coughing/sick,False,,345,10.55,,"
"2025-01-22,11:51,CNR745499340,Success,CUST278607,Mini,Banganga,Saket Nagar,14.0,11.0,False,,False,,False,,446,8.71,4.6,3.8"
"2025-01-29,15:23,CNR845214326,Success,CUST720404,Prime SUV,Navlakha,Saket Nagar,12.0,9.0,False,,False,,False,,324,9.7,3.9,4.4"
"2025-01-01,00:43,CNR386609800,Success,CUST322015,Bike,Scheme No. 94,Scheme No. 54,14.0,6.0,False,,False,,False,,436,4.34,4.8,4.7"
"2025-01-21,00:17,CNR815169571,Success,CUST950807,Prime Sedan,Scheme No. 94,MR 9,8.0,11.0,False,,False,,False,,533,12.59,3.5,3.1"
"2025-01-11,01:16,CNR849262360,Canceled by Driver,CUST912130,Auto,Aerodrome Road,Nanda Nagar,,,False,,True,More than permitted people in there,False,,255,9.64,,"
"2025-01-28,02:39,CNR964874215,Success,CUST718567,Auto,Banganga,Vijay Nagar,11.0,20.0,False,,False,,False,,322,9.02,3.4,4.3"
"2025-01-09,17:20,CNR698144335,Canceled by Driver,CUST457396,Auto,Ring Road,Bhawarkua,,,False,,True,Customer was coughing/sick,False,,537,17.73,,"
"2025-01-12,16:43,CNR855340136,Success,CUST916776,Auto,LIG Colony,Bhanwarkuan,8.0,20.0,False,,False,,False,,891,7.49,4.2,3.7"
"2025-01-28,20:09,CNR336135811,Incomplete,CUST436006,Prime Plus,Sapna Sangeeta,Khajrana,,,False,,False,,True,Vehicle Breakdown,1171,9.98,,"
"2025-01-22,02:09,CNR386732140,Success,CUST592654,Prime SUV,Scheme No. 94,Bhawarkua,18.0,8.0,False,,False,,False,,273,7.74,3.0,4.2"
"2025-01-28,14:14,CNR814255776,Canceled by Customer,CUST101643,Prime Sedan,Bada Gwaltoli,Palasia,,,True,Driver is not moving towards pickup location,False,,False,,421,4.99,,"
"2025-01-17,21:13,CNR335169226,Canceled by Driver,CUST430667,Prime Sedan,Rajendra Nagar,Saket Nagar,,,False,,True,Customer was coughing/sick,False,,514,12.1,,"
"2025-01-25,19:11,CNR207068198,Canceled by Driver,CUST326013,Mini,Malharganj,Scheme No. 71,,,False,,True,More than permitted people in there,False,,597,16.66,,"
"2025-01-30,20:16,CNR791403299,Success,CUST236050,Prime Sedan,Scheme No. 54,Scheme No. 74,5.0,8.0,False,,False,,False,,301,9.1,4.6,3.1"
"2025-01-31,20:57,CNR640738165,Success,CUST469223,Mini,AB Road,Nanda Nagar,6.0,6.0,False,,False,,False,,517,18.88,3.9,3.4"
"2025-01-03,19:16,CNR754795374,Success,CUST384714,Prime Plus,Scheme No. 140,Bhawarkua,7.0,5.0,False,,False,,False,,1000,3.94,4.7,3.6"
"2025-01-27,23:18,CNR676269960,Canceled by Customer,CUST215781,Prime Sedan,Scheme No. 73,Navlakha,,,True,Change of plans,False,,False,,619,7.91,,"
"2025-01-09,00:42,CNR717560822,Canceled by Driver,CUST101156,eBike,Lokmanya Nagar,Scheme No. 94,,,False,,True,More than permitted people in there,False,,144,5.41,,"
"2025-01-22,17:14,CNR324283375,Canceled by Customer,CUST413827,Prime Plus,Patel Nagar,MG Road,,,True,Driver asked to cancel,False,,False,,965,11.05,,"
"2025-01-06,04:04,CNR621332535,Success,CUST666726,Auto,Mhow Naka,Hira Nagar,9.0,16.0,False,,False,,False,,593,11.37,3.8,4.7"
"2025-01-17,14:16,CNR360496748,Canceled by Driver,CUST820835,Prime Sedan,Rajendra Nagar,South Tukoganj,,,False,,True,Customer related issue,False,,443,19.88,,"
"2025-01-07,15:10,CNR517949105,Success,CUST888950,eBike,Scheme No. 74,Navlakha,15.0,17.0,False,,False,,False,,412,9.3,3.3,4.1"
"2025-01-22,00:53,CNR277417207,Incomplete,CUST122755,Prime Sedan,MR 1,Scheme No. 140,,,False,,False,,True,Vehicle Breakdown,341,7.51,,"
"2025-01-12,16:58,CNR735954768,Success,CUST310515,Prime SUV,MR 3,Patel Nagar,14.0,19.0,False,,False,,False,,1240,9.61,4.5,4.2"
"2025-01-08,12:05,CNR970416523,Canceled by Customer,CUST865341,Prime SUV,Scheme No. 54,Scheme No. 72,,,True,Wrong Address,False,,False,,258,4.13,,"
"2025-01-08,13:47,CNR143792287,Success,CUST516553,Mini,Pipliyahana,MR 3,14.0,11.0,False,,False,,False,,450,17.13,4.1,3.3"
"2025-01-20,23:23,CNR629862390,Canceled by Driver,CUST759880,Mini,Scheme No. 140,Banganga,,,False,,True,More than permitted people in there,False,,330,3.81,,"
"2025-01-15,15:53,CNR247256353,Canceled by Driver,CUST944350,Prime Sedan,MR 9,Scheme No. 74,,,False,,True,Personal & Car related issue,False,,255,8.21,,"
"2025-01-26,06:27,CNR252600976,Success,CUST663924,Prime Sedan,Navlakha,LIG Colony,5.0,16.0,False,,False,,False,,523,18.9,3.3,4.1"
"2025-01-22,16:42,CNR271404966,Canceled by Driver,CUST969318,eBike,Vijay Nagar,Bada Gwaltoli,,,False,,True,More than permitted people in there,False,,644,6.69,,"
"2025-01-30,17:27,CNR894073991,Success,CUST197704,Auto,Ring Road,Scheme No. 78,18.0,18.0,False,,False,,False,,495,16.42,4.9,3.3"
"2025-01-07,19:12,CNR595635504,Canceled by Driver,CUST420407,Prime Plus,Hira Nagar,LIG Colony,,,False,,True,More than permitted people in there,False,,302,6.82,,"
"2025-01-16,01:27,CNR736771246,Canceled by Driver,CUST238245,Prime Sedan,Saket Nagar,Annapurna,,,False,,True,Customer related issue,False,,336,7.02,,"
"2025-01-14,21:31,CNR624583862,Success,CUST204614,Prime Plus,Scheme No. 54,Pipliyahana,12.0,14.0,False,,False,,False,,130,8.71,4.1,3.1"
"2025-01-15,11:35,CNR828393449,Success,CUST392672,Bike,Annapurna,LIG Colony,12.0,13.0,False,,False,,False,,267,3.1,3.8,3.4"
"2025-01-02,10:03,CNR875762819,Success,CUST851917,Prime Sedan,Malharganj,Juni Indore,9.0,16.0,False,,False,,False,,124,3.32,4.4,3.5"
"2025-01-03,03:37,CNR686369656,Incomplete,CUST495759,Mini,Tilak Nagar,Sudama Nagar,,,False,,False,,True,Other Issue,227,3.19,,"
"2025-01-30,16:57,CNR310290274,Success,CUST389051,Bike,Hira Nagar,Bhanwarkuan,9.0,7.0,False,,False,,False,,141,8.09,4.9,3.6"
"2025-01-23,06:50,CNR796728384,Success,CUST869535,Prime SUV,Scheme No. 140,Scheme No. 114,16.0,8.0,False,,False,,False,,747,16.86,3.1,4.9"
"2025-01-27,18:44,CNR615171101,Incomplete,CUST455282,eBike,Navlakha,Lasudia Mori,,,False,,False,,True,Other Issue,379,10.29,,"
"2025-01-28,10:06,CNR209099652,Success,CUST293254,eBike,Bada Gwaltoli,Lokmanya Nagar,14.0,7.0,False,,False,,False,,756,8.79,4.3,3.9"
"2025-01-28,23:14,CNR293691824,Success,CUST686103,Prime Plus,Scheme No. 73,Scheme No. 94,7.0,12.0,False,,False,,False,,346,15.05,3.4,3.2"
"2025-01-11,21:18,CNR306035467,Incomplete,CUST311268,Bike,Scheme No. 71,MR 10,,,False,,False,,True,Customer Demand,199,4.07,,"
"2025-01-25,23:03,CNR959301668,Success,CUST784987,Prime Sedan,Sudama Nagar,Rajendra Nagar,11.0,11.0,False,,False,,False,,357,3.54,3.2,3.2"
"2025-01-14,07:25,CNR690745680,Canceled by Driver,CUST565143,Bike,Scheme No. 74,Banganga,,,False,,True,More than permitted people in there,False,,481,9.99,,"
"2025-01-30,22:46,CNR976310139,Success,CUST974937,eBike,MR 3,MR 10,15.0,16.0,False,,False,,False,,383,10.56,3.4,3.8"
"2025-01-29,18:51,CNR576381944,Success,CUST135749,eBike,RNT Marg,Aerodrome Road,20.0,10.0,False,,False,,False,,462,11.07,4.9,4.0"
"2025-01-29,19:34,CNR127336349,Success,CUST179588,Prime Plus,Juni Indore,Chhoti Gwaltoli,6.0,19.0,False,,False,,False,,894,2.12,4.8,4.3"
"2025-01-15,05:55,CNR213773206,Canceled by Customer,CUST475254,Prime Plus,RNT Marg,Scheme No. 54,,,True,Driver asked to cancel,False,,False,,337,10.44,,"
"2025-01-07,12:25,CNR404241044,Success,CUST282132,Prime Plus,Rajendra Nagar,Rau,18.0,15.0,False,,False,,False,,205,13.83,3.6,4.1"
"2025-01-21,20:44,CNR206477526,Canceled by Driver,CUST606126,Prime Plus,MR 2,MR 10,,,False,,True,Personal & Car related issue,False,,456,13.38,,"
"2025-01-21,07:40,CNR336995816,Canceled by Customer,CUST610033,Prime SUV,Geeta Bhawan,Palasia,,,True,Driver is not moving towards pickup location,False,,False,,704,15.7,,"
"2025-01-15,07:25,CNR119167623,Success,CUST320497,Prime Sedan,Sapna Sangeeta,Ring Road,10.0,11.0,False,,False,,False,,652,2.45,5.0,3.8"
"2025-01-15,03:30,CNR992339155,Success,CUST739222,Mini,Hira Nagar,AB Road,7.0,15.0,False,,False,,False,,145,10.08,4.8,4.1"
"2025-01-20,01:40,CNR602302480,Incomplete,CUST729557,Bike,Geeta Bhawan,Navlakha,,,False,,False,,True,Other Issue,904,17.73,,"
"2025-01-22,19:36,CNR442135867,Success,CUST562511,eBike,LIG Colony,Scheme No. 94,17.0,5.0,False,,False,,False,,102,13.88,3.7,4.3"
"2025-01-18,18:26,CNR547639090,Success,CUST287606,Mini,LIG Colony,Rajendra Nagar,7.0,11.0,False,,False,,False,,220,4.09,4.7,4.9"
"2025-01-06,12:45,CNR777562773,Canceled by Customer,CUST240847,Prime SUV,Lokmanya Nagar,Scheme No. 140,,,True,Wrong Address,False,,False,,434,15.53,,"
"2025-01-03,21:38,CNR604167132,Canceled by Customer,CUST792936,Mini,Lokmanya Nagar,Super Corridor,,,True,Wrong Address,False,,False,,742,9.73,,"
"2025-01-16,12:18,CNR725760822,Canceled by Customer,CUST832334,Bike,Scheme No. 54,Mhow Naka,,,True,Driver asked to cancel,False,,False,,285,12.99,,"
"2025-01-18,06:56,CNR158713010,Canceled by Driver,CUST342471,Prime SUV,Scheme No. 54,Scheme No. 73,,,False,,True,More than permitted people in there,False,,742,15.81,,"
"2025-01-03,06:27,CNR856311319,Success,CUST230889,Prime SUV,Lokmanya Nagar,Nanda Nagar,10.0,13.0,False,,False,,False,,238,14.62,4.8,4.3"
"2025-01-29,16:18,CNR143866134,Success,CUST432964,Prime SUV,Annapurna,Palasia,16.0,18.0,False,,False,,False,,496,14.77,3.2,3.5"
"2025-01-03,16:35,CNR729690000,Success,CUST303509,Prime Plus,MR 2,Juni Indore,8.0,12.0,False,,False,,False,,660,19.6,3.7,3.0"
"2025-01-19,05:14,CNR470394071,Canceled by Driver,CUST474182,Auto,Rajendra Nagar,Palasia,,,False,,True,More than permitted people in there,False,,214,6.92,,"
"2025-01-30,05:33,CNR497735659,Success,CUST279831,Bike,Rau,Nanda Nagar,16.0,20.0,False,,False,,False,,151,17.04,4.9,4.0"
"2025-01-25,05:22,CNR376045649,Success,CUST378425,Prime Plus,Pipliyahana,MG Road,20.0,9.0,False,,False,,False,,675,7.27,4.9,3.4"
"2025-01-01,02:16,CNR326046976,Success,CUST726197,Bike,MR 2,Sudama Nagar,11.0,19.0,False,,False,,False,,450,6.7,4.7,3.3"
"2025-01-23,11:19,CNR403559557,Canceled by Driver,CUST313072,Prime Sedan,MR 4,AB Road,,,False,,True,Customer was coughing/sick,False,,341,2.09,,"
"2025-01-09,04:14,CNR451382701,Success,CUST753652,Mini,Nanda Nagar,Scheme No. 78,16.0,14.0,False,,False,,False,,566,3.55,3.1,4.8"
"2025-01-07,09:28,CNR966799408,Success,CUST569481,Prime Sedan,Bhawarkua,Rau,11.0,11.0,False,,False,,False,,103,4.0,3.4,3.1"
"2025-01-16,22:59,CNR664229465,Incomplete,CUST829731,Auto,Banganga,Bada Gwaltoli,,,False,,False,,True,Customer Demand,132,3.51,,"
"2025-01-29,10:22,CNR129381775,Incomplete,CUST359861,Prime SUV,MR 10,Sapna Sangeeta,,,False,,False,,True,Other Issue,431,10.18,,"
"2025-01-18,01:05,CNR529972893,Canceled by Driver,CUST314110,Prime SUV,AB Road,Hira Nagar,,,False,,True,More than permitted people in there,False,,553,17.0,,"
"2025-01-24,21:45,CNR400228187,Success,CUST893826,Prime Sedan,MR 10,Annapurna,5.0,5.0,False,,False,,False,,990,13.52,4.2,3.5"
"2025-01-31,22:22,CNR772052957,Success,CUST434370,Prime Plus,Saket Nagar,RNT Marg,18.0,9.0,False,,False,,False,,509,13.65,4.0,3.9"
"2025-01-30,08:40,CNR700814965,Success,CUST474707,eBike,MG Road,MR 3,5.0,10.0,False,,False,,False,,375,16.86,4.3,4.0"
"2025-01-17,15:58,CNR371955138,Success,CUST901027,Prime Sedan,Rajendra Nagar,Ring Road,14.0,9.0,False,,False,,False,,781,14.33,4.5,3.8"
"2025-01-02,13:16,CNR506779351,Incomplete,CUST110881,eBike,MG Road,Hira Nagar,,,False,,False,,True,Vehicle Breakdown,429,7.27,,"
"2025-01-30,03:12,CNR335992172,Canceled by Driver,CUST487942,Auto,Rau,Sapna Sangeeta,,,False,,True,More than permitted people in there,False,,417,9.43,,"
"2025-01-06,06:52,CNR198090272,Incomplete,CUST241654,Mini,Scheme No. 74,Banganga,,,False,,False,,True,Vehicle Breakdown,173,11.69,,"
"2025-01-29,06:44,CNR495525222,Canceled by Customer,CUST703868,Auto,MR 1,Bada Gwaltoli,,,True,Wrong Address,False,,False,,636,17.87,,"
"2025-01-01,18:09,CNR926656422,Success,CUST130511,eBike,Bhanwarkuan,South Tukoganj,17.0,13.0,False,,False,,False,,492,9.21,3.5,3.8"
"2025-01-06,07:23,CNR605821336,Success,CUST787956,eBike,Bada Gwaltoli,Saket Nagar,13.0,18.0,False,,False,,False,,642,3.35,4.6,3.4"
"2025-01-27,09:48,CNR738293041,Success,CUST452987,Auto,Vijay Nagar,Banganga,20.0,6.0,False,,False,,False,,541,7.24,3.2,4.7"
"2025-01-07,08:29,CNR600609439,Success,CUST706315,Auto,Annapurna,Chhoti Gwaltoli,6.0,20.0,False,,False,,False,,908,16.04,3.1,4.6"
"2025-01-17,21:27,CNR131649650,Success,CUST661215,eBike,Juni Indore,Khajrana,17.0,16.0,False,,False,,False,,373,16.5,3.4,3.8"
"2025-01-19,02:57,CNR477924873,Success,CUST734570,Prime SUV,Chhoti Gwaltoli,MR 2,6.0,14.0,False,,False,,False,,1293,10.81,4.4,3.7"
"2025-01-14,12:03,CNR376156378,Success,CUST370637,Auto,Scheme No. 94,MR 3,7.0,13.0,False,,False,,False,,491,4.56,4.2,4.9"
"2025-01-26,19:58,CNR303124780,Canceled by Driver,CUST306454,Auto,MG Road,Annapurna,,,False,,True,Customer related issue,False,,259,6.83,,"
"2025-01-31,00:22,CNR345184457,Incomplete,CUST762893,eBike,Palasia,Chhoti Gwaltoli,,,False,,False,,True,Other Issue,554,11.15,,"
"2025-01-16,21:00,CNR714851057,Success,CUST735453,Mini,MR 10,MR 1,7.0,16.0,False,,False,,False,,200,17.42,3.1,3.5"
"2025-01-29,00:30,CNR674175744,Success,CUST174714,eBike,MG Road,Juni Indore,7.0,17.0,False,,False,,False,,300,15.8,4.7,4.7"
"2025-01-21,09:24,CNR248274403,Success,CUST969985,Auto,Scheme No. 54,Scheme No. 71,8.0,10.0,False,,False,,False,,357,15.23,3.0,4.7"
"2025-01-16,16:41,CNR710186070,Canceled by Driver,CUST926132,Prime Sedan,Rau,Chhoti Gwaltoli,,,False,,True,More than permitted people in there,False,,337,7.17,,"
"2025-01-01,06:46,CNR198223957,Success,CUST999689,Mini,Nanda Nagar,Annapurna,8.0,17.0,False,,False,,False,,117,2.28,4.8,4.7"
"2025-01-06,23:56,CNR252299394,Canceled by Customer,CUST785385,Auto,Silicon City,Scheme No. 72,,,True,Driver asked to cancel,False,,False,,954,17.09,,"
"2025-01-03,08:51,CNR709536611,Canceled by Driver,CUST677567,eBike,Scheme No. 140,Silicon City,,,False,,True,Customer was coughing/sick,False,,261,14.17,,"
"2025-01-28,22:03,CNR270148633,Success,CUST520525,Mini,Malharganj,LIG Colony,10.0,8.0,False,,False,,False,,160,19.31,4.9,4.1"
"2025-01-25,01:35,CNR900404150,Success,CUST752123,Bike,MR 10,Scheme No. 94,15.0,12.0,False,,False,,False,,496,13.04,5.0,3.0"
"2025-01-20,11:54,CNR625411248,Canceled by Driver,CUST112207,Prime Plus,MR 2,Nanda Nagar,,,False,,True,Customer related issue,False,,331,14.07,,"
"2025-01-08,20:30,CNR296954072,Success,CUST830068,Mini,Bhanwarkuan,MR 4,16.0,19.0,False,,False,,False,,450,8.07,4.6,3.5"
"2025-01-15,04:07,CNR975769111,Success,CUST320919,Bike,Geeta Bhawan,MG Road,12.0,12.0,False,,False,,False,,482,6.29,5.0,3.3"
"2025-01-07,01:31,CNR100558754,Incomplete,CUST746553,Mini,Pipliyahana,Juni Indore,,,False,,False,,True,Vehicle Breakdown,252,13.41,,"
"2025-01-18,14:38,CNR726020767,Incomplete,CUST811034,Mini,South Tukoganj,Mhow Naka,,,False,,False,,True,Customer Demand,438,17.6,,"
"2025-01-22,01:22,CNR560046666,Success,CUST434579,Prime Sedan,Scheme No. 73,Khajrana,8.0,16.0,False,,False,,False,,467,19.51,4.0,4.6"
"2025-01-30,19:51,CNR202640278,Canceled by Driver,CUST389884,eBike,Nanda Nagar,MR 10,,,False,,True,Personal & Car related issue,False,,442,11.24,,"
"2025-01-05,09:15,CNR707649415,Success,CUST614735,Prime Sedan,Geeta Bhawan,MR 3,8.0,18.0,False,,False,,False,,729,13.1,3.9,3.6"
"2025-01-25,20:05,CNR330883595,Incomplete,CUST871966,Prime Plus,Scheme No. 74,Scheme No. 71,,,False,,False,,True,Vehicle Breakdown,406,14.91,,"
"2025-01-15,13:42,CNR941253855,Success,CUST603147,Mini,Annapurna,MG Road,10.0,11.0,False,,False,,False,,1526,17.17,4.1,3.8"
"2025-01-26,09:26,CNR228802008,Canceled by Driver,CUST505731,Mini,Ring Road,MR 9,,,False,,True,Customer was coughing/sick,False,,189,12.82,,"
"2025-01-28,05:00,CNR418846730,Canceled by Driver,CUST511383,Auto,Scheme No. 71,Rajendra Nagar,,,False,,True,Customer was coughing/sick,False,,582,8.98,,"
"2025-01-03,08:59,CNR787764635,Success,CUST220134,Auto,Bhawarkua,Vijay Nagar,5.0,12.0,False,,False,,False,,379,19.71,3.8,3.6"
"2025-01-25,17:46,CNR716601980,Success,CUST227599,Prime Plus,Annapurna,MR 4,5.0,17.0,False,,False,,False,,232,16.54,3.4,4.7"
"2025-01-11,14:12,CNR412653178,Success,CUST317178,eBike,South Tukoganj,MG Road,11.0,8.0,False,,False,,False,,1326,14.09,4.0,4.2"
"2025-01-16,09:06,CNR185455771,Incomplete,CUST133030,Prime SUV,Hira Nagar,Patel Nagar,,,False,,False,,True,Other Issue,1351,8.32,,"
"2025-01-14,00:41,CNR983097615,Success,CUST513565,Mini,Bada Gwaltoli,Vijay Nagar,19.0,9.0,False,,False,,False,,348,14.9,4.0,4.2"
"2025-01-15,18:38,CNR977388603,Success,CUST204006,Mini,MR 4,Sapna Sangeeta,9.0,16.0,False,,False,,False,,480,7.28,3.8,4.4"
"2025-01-29,05:44,CNR938979812,Success,CUST230469,Auto,Vijay Nagar,Aerodrome Road,8.0,5.0,False,,False,,False,,197,12.04,4.0,3.3"
"2025-01-02,09:27,CNR217971796,Success,CUST990315,Mini,Annapurna,Malharganj,7.0,6.0,False,,False,,False,,121,15.49,3.6,3.2"
"2025-01-05,16:23,CNR129700573,Success,CUST112966,Mini,South Tukoganj,Bada Gwaltoli,18.0,17.0,False,,False,,False,,450,10.22,4.2,4.8"
"2025-01-08,12:31,CNR281525139,Canceled by Driver,CUST631717,Prime Sedan,Chhoti Gwaltoli,Mhow Naka,,,False,,True,More than permitted people in there,False,,209,9.8,,"
"2025-01-04,18:36,CNR715313707,Success,CUST462724,Prime SUV,MR 2,South Tukoganj,14.0,7.0,False,,False,,False,,357,6.02,3.4,4.9"
"2025-01-24,13:31,CNR371618601,Success,CUST163075,Mini,Bada Gwaltoli,Scheme No. 140,18.0,15.0,False,,False,,False,,171,2.14,4.1,4.4"
"2025-01-12,02:41,CNR988904757,Incomplete,CUST917671,Prime SUV,MR 1,Palasia,,,False,,False,,True,Vehicle Breakdown,675,18.19,,"
"2025-01-07,07:10,CNR880841612,Success,CUST698888,Bike,Nanda Nagar,Banganga,11.0,11.0,False,,False,,False,,248,3.8,4.9,4.5"
"2025-01-02,10:30,CNR207599938,Success,CUST908758,Mini,Annapurna,MR 10,9.0,20.0,False,,False,,False,,105,18.01,3.3,4.3"
"2025-01-14,21:51,CNR804768211,Success,CUST158902,Auto,Mhow Naka,Sapna Sangeeta,7.0,19.0,False,,False,,False,,193,18.28,3.6,3.1"
"2025-01-06,09:10,CNR131346252,Incomplete,CUST399654,Mini,Scheme No. 114,Saket Nagar,,,False,,False,,True,Vehicle Breakdown,280,11.88,,"
"2025-01-28,16:49,CNR690754034,Success,CUST986626,Mini,Scheme No. 140,Bhawarkua,10.0,12.0,False,,False,,False,,539,13.82,3.6,4.3"
"2025-01-27,16:52,CNR224067909,Success,CUST435354,Mini,Vijay Nagar,LIG Colony,11.0,14.0,False,,False,,False,,936,12.26,3.3,4.9"
"2025-01-30,10:32,CNR442218722,Success,CUST455529,Auto,Rajendra Nagar,Bhawarkua,14.0,13.0,False,,False,,False,,254,18.5,3.8,4.4"
"2025-01-16,06:29,CNR288651546,Canceled by Driver,CUST617719,Prime Plus,Khajrana,Vijay Nagar,,,False,,True,Personal & Car related issue,False,,128,19.1,,"
"2025-01-15,12:49,CNR166095923,Incomplete,CUST225803,eBike,Aerodrome Road,Scheme No. 72,,,False,,False,,True,Other Issue,169,8.75,,"
"2025-01-03,19:05,CNR188865377,Success,CUST929835,Auto,Saket Nagar,Geeta Bhawan,14.0,9.0,False,,False,,False,,543,16.58,4.6,4.1"
"2025-01-27,23:57,CNR435437401,Incomplete,CUST846234,Mini,Bhawarkua,Bada Gwaltoli,,,False,,False,,True,Other Issue,445,14.21,,"
"2025-01-02,10:30,CNR809603383,Success,CUST233969,Prime SUV,LIG Colony,Bada Gwaltoli,8.0,10.0,False,,False,,False,,264,8.28,4.0,3.9"
"2025-01-29,02:56,CNR179632823,Canceled by Driver,CUST511824,Auto,Hira Nagar,Super Corridor,,,False,,True,Customer was coughing/sick,False,,289,17.48,,"
"2025-01-10,13:11,CNR879586075,Canceled by Driver,CUST671515,Prime Plus,South Tukoganj,Patel Nagar,,,False,,True,Personal & Car related issue,False,,823,16.01,,"
"2025-01-05,02:34,CNR284531427,Success,CUST703262,Bike,Geeta Bhawan,AB Road,5.0,14.0,False,,False,,False,,1234,12.2,3.4,5.0"
"2025-01-04,15:36,CNR459836299,Success,CUST630062,eBike,AB Road,Rau,8.0,8.0,False,,False,,False,,1410,14.62,3.7,4.1"
"2025-01-31,12:48,CNR606779830,Success,CUST111103,eBike,Scheme No. 73,MR 4,16.0,7.0,False,,False,,False,,763,9.23,4.4,3.9"
