source_dataset,date,time,vehicle_type,pickup_location,drop_location,distance_km,fare_amount,payment_method,status,driver_rating,customer_rating
indore_ola,2025-01-22,08:43,Mini,Chhoti Gwaltoli,Ring Road,4.63,895,,Success,3.1,4.6
indore_ola,2025-01-28,11:11,Bike,MR 10,MR 3,4.23,282,,Success,4.0,4.8
indore_ola,2025-01-05,10:02,Auto,Super Corridor,Scheme No. 78,7.16,891,,Success,3.7,3.5
indore_ola,2025-01-30,07:48,Prime SUV,Rajendra Nagar,Geeta Bhawan,11.26,244,,Success,4.1,4.8
indore_ola,2025-01-18,06:47,Auto,Lokmanya Nagar,Vijay Nagar,5.34,240,,Canceled by Driver,,
indore_ola,2025-01-30,18:06,Auto,Palasia,Lokmanya Nagar,18.54,401,,Success,3.8,3.2
indore_ola,2025-01-13,06:17,Prime SUV,Malharganj,MR 4,19.22,322,,Success,3.5,3.4
indore_ola,2025-01-11,05:37,eBike,RNT Marg,Scheme No. 72,18.1,889,,Success,4.1,3.7
indore_ola,2025-01-09,07:53,eBike,Lasudia Mori,Juni Indore,2.93,430,,Success,4.0,3.2
indore_ola,2025-01-11,19:08,Prime Sedan,Vijay Nagar,Bhanwarkuan,17.55,216,,Canceled by Driver,,
indore_ola,2025-01-02,04:12,eBike,Rajendra Nagar,Saket Nagar,8.27,866,,Success,4.7,4.7
indore_ola,2025-01-13,15:36,Bike,Scheme No. 140,MR 3,4.44,307,,Success,4.8,4.7
indore_ola,2025-01-06,00:59,Bike,MR 3,Juni Indore,3.61,427,,Canceled by Customer,,
indore_ola,2025-01-25,03:58,eBike,MR 2,Palasia,15.02,244,,Success,4.2,3.4
indore_ola,2025-01-17,21:26,Prime SUV,Silicon City,Geeta Bhawan,18.83,262,,Success,3.2,3.0
indore_ola,2025-01-15,21:55,Prime Plus,Bhawarkua,Sudama Nagar,6.29,198,,Incomplete,,
indore_ola,2025-01-19,07:49,Prime Plus,Aerodrome Road,Super Corridor,13.72,438,,Canceled by Driver,,
indore_ola,2025-01-01,15:48,Auto,LIG Colony,MR 2,17.23,1469,,Success,4.9,3.6
indore_ola,2025-01-03,05:03,Mini,AB Road,Saket Nagar,18.09,294,,Canceled by Driver,,
indore_ola,2025-01-03,14:36,Prime Plus,Juni Indore,MR 10,7.27,167,,Success,4.0,4.2
indore_ola,2025-01-17,06:50,eBike,MR 10,MR 3,17.39,433,,Incomplete,,
indore_ola,2025-01-20,09:19,Prime Sedan,Chhoti Gwaltoli,Saket Nagar,18.37,499,,Success,4.0,4.9
indore_ola,2025-01-23,13:06,Bike,Sapna Sangeeta,Silicon City,14.61,484,,Success,3.9,4.2
indore_ola,2025-01-24,06:29,Mini,Rau,Scheme No. 71,8.61,414,,Success,4.1,3.9
indore_ola,2025-01-17,05:37,Prime Plus,Navlakha,Khajrana,12.99,1868,,Success,3.4,3.6
indore_ola,2025-01-12,05:12,Prime Sedan,Hira Nagar,Saket Nagar,4.84,637,,Success,4.1,4.9
indore_ola,2025-01-22,06:38,Prime Plus,Super Corridor,LIG Colony,3.51,926,,Success,4.4,4.5
indore_ola,2025-01-31,18:21,Mini,RNT Marg,MR 9,13.24,580,,Success,3.8,4.7
indore_ola,2025-01-01,16:05,Bike,Sudama Nagar,Malharganj,6.42,417,,Canceled by Customer,,
indore_ola,2025-01-08,17:04,Prime Plus,Banganga,Sapna Sangeeta,15.19,130,,Canceled by Customer,,
indore_ola,2025-01-08,11:32,Prime SUV,Khajrana,MR 2,14.68,116,,Success,4.3,3.2
indore_ola,2025-01-14,12:59,Prime Sedan,Rajendra Nagar,Super Corridor,5.42,894,,Success,4.1,5.0
indore_ola,2025-01-04,04:07,Prime Plus,Scheme No. 74,Super Corridor,13.61,234,,Success,3.9,3.9
indore_ola,2025-01-04,02:43,Mini,RNT Marg,Nanda Nagar,2.44,853,,Incomplete,,
indore_ola,2025-01-22,01:57,Auto,Bada Gwaltoli,MR 3,15.9,736,,Success,3.8,3.9
indore_ola,2025-01-28,21:15,Bike,Banganga,Aerodrome Road,7.01,652,,Success,3.6,3.7
indore_ola,2025-01-22,22:03,Prime SUV,Banganga,Bhawarkua,11.99,456,,Success,3.2,3.3
indore_ola,2025-01-13,16:41,Prime SUV,Aerodrome Road,Navlakha,13.29,262,,Success,3.3,4.8
indore_ola,2025-01-15,12:10,Bike,Hira Nagar,Juni Indore,14.81,916,,Canceled by Driver,,
indore_ola,2025-01-20,04:34,Auto,Banganga,RNT Marg,14.3,265,,Canceled by Driver,,
indore_ola,2025-01-18,06:48,eBike,MR 3,Scheme No. 54,12.64,499,,Canceled by Customer,,
indore_ola,2025-01-08,11:59,Prime SUV,AB Road,MR 1,19.97,140,,Success,4.3,4.4
indore_ola,2025-01-04,21:31,Bike,Patel Nagar,Tilak Nagar,4.25,387,,Success,4.3,3.7
indore_ola,2025-01-03,17:43,Prime Plus,South Tukoganj,Mhow Naka,13.73,293,,Canceled by Customer,,
indore_ola,2025-01-08,11:37,eBike,Juni Indore,MR 9,19.01,423,,Success,4.1,4.9
indore_ola,2025-01-28,16:12,Auto,Bada Gwaltoli,Aerodrome Road,3.35,167,,Success,3.5,4.0
indore_ola,2025-01-26,20:25,Auto,Annapurna,Chhoti Gwaltoli,4.46,1413,,Incomplete,,
indore_ola,2025-01-06,04:27,Prime SUV,Tilak Nagar,Scheme No. 94,5.0,623,,Success,5.0,3.0
indore_ola,2025-01-05,15:34,Prime Plus,Tilak Nagar,MG Road,10.16,1287,,Incomplete,,
indore_ola,2025-01-24,00:54,Mini,Banganga,Bada Gwaltoli,14.99,214,,Success,3.0,4.7
indore_ola,2025-01-03,01:18,Auto,Bada Gwaltoli,MR 4,4.74,458,,Success,3.2,3.9
indore_ola,2025-01-27,22:05,eBike,Tilak Nagar,Palasia,11.89,771,,Incomplete,,
indore_ola,2025-01-13,08:56,Auto,Scheme No. 114,Scheme No. 140,14.83,165,,Success,3.8,4.1
indore_ola,2025-01-10,12:28,Prime Plus,Hira Nagar,MR 1,6.44,777,,Success,4.0,3.3
indore_ola,2025-01-08,19:11,Mini,Malharganj,Ring Road,3.91,448,,Canceled by Driver,,
indore_ola,2025-01-01,19:31,Prime Plus,MG Road,Super Corridor,3.77,927,,Canceled by Customer,,
indore_ola,2025-01-06,22:59,Mini,Bhanwarkuan,Vijay Nagar,17.24,729,,Incomplete,,
indore_ola,2025-01-26,08:43,Bike,Scheme No. 94,Bhawarkua,9.39,798,,Canceled by Driver,,
indore_ola,2025-01-17,00:03,Mini,Silicon City,MR 4,12.73,170,,Success,4.5,4.5
indore_ola,2025-01-25,07:17,Mini,Juni Indore,Aerodrome Road,11.35,159,,Success,4.0,4.2
indore_ola,2025-01-29,05:03,Bike,Silicon City,Juni Indore,6.59,141,,Success,3.8,3.5
indore_ola,2025-01-21,12:35,Prime SUV,Rau,Nanda Nagar,9.63,387,,Success,3.5,5.0
indore_ola,2025-01-29,19:51,Bike,Navlakha,Bhawarkua,6.83,209,,Success,3.4,4.5
indore_ola,2025-01-08,19:56,Bike,Super Corridor,MR 9,8.86,1520,,Incomplete,,
indore_ola,2025-01-19,04:30,eBike,Hira Nagar,Bhanwarkuan,14.05,700,,Canceled by Driver,,
indore_ola,2025-01-30,08:06,Auto,Bhawarkua,RNT Marg,7.8,257,,Incomplete,,
indore_ola,2025-01-31,07:54,Prime Sedan,Pipliyahana,Super Corridor,8.14,884,,Canceled by Customer,,
indore_ola,2025-01-02,06:58,Bike,Scheme No. 114,MR 3,19.51,272,,Success,3.1,4.5
indore_ola,2025-01-15,22:11,Auto,Lasudia Mori,Rau,16.57,459,,Canceled by Driver,,
indore_ola,2025-01-15,11:41,Prime SUV,Patel Nagar,Scheme No. 94,4.43,613,,Success,3.1,3.1
indore_ola,2025-01-02,01:08,Auto,Scheme No. 71,Bhanwarkuan,7.99,412,,Success,3.9,4.3
indore_ola,2025-01-16,00:44,Prime Plus,Scheme No. 74,AB Road,10.33,333,,Success,3.7,3.1
indore_ola,2025-01-16,04:11,Prime Sedan,Scheme No. 73,Palasia,4.5,350,,Success,5.0,3.1
indore_ola,2025-01-18,08:34,Prime Plus,Rau,Chhoti Gwaltoli,15.16,274,,Success,4.7,4.3
indore_ola,2025-01-07,08:09,Prime SUV,Ring Road,Sapna Sangeeta,10.43,349,,Success,3.5,3.9
indore_ola,2025-01-14,14:02,eBike,MR 4,Scheme No. 71,8.49,223,,Incomplete,,
indore_ola,2025-01-11,10:34,Bike,Khajrana,Lasudia Mori,7.72,615,,Success,3.5,3.7
indore_ola,2025-01-12,10:00,Mini,Geeta Bhawan,Nanda Nagar,13.18,469,,Success,3.1,4.1
indore_ola,2025-01-05,06:02,Bike,Bhawarkua,MG Road,15.99,1077,,Success,4.1,4.4
indore_ola,2025-01-26,09:50,Prime Plus,Banganga,Tilak Nagar,14.48,297,,Success,3.7,4.0
indore_ola,2025-01-04,15:47,eBike,RNT Marg,Super Corridor,3.79,1086,,Canceled by Customer,,
indore_ola,2025-01-05,12:26,Prime Sedan,MR 9,LIG Colony,18.22,555,,Canceled by Customer,,
indore_ola,2025-01-15,05:07,Prime Sedan,Scheme No. 73,Super Corridor,8.54,447,,Canceled by Driver,,
indore_ola,2025-01-09,02:12,Auto,Super Corridor,Hira Nagar,3.85,710,,Success,4.3,3.1
indore_ola,2025-01-12,13:33,Prime Sedan,Bhanwarkuan,Lokmanya Nagar,8.72,1219,,Canceled by Driver,,
indore_ola,2025-01-21,16:04,Bike,Tilak Nagar,Bhawarkua,3.31,120,,Success,4.7,3.3
indore_ola,2025-01-28,23:35,Prime SUV,Pipliyahana,AB Road,6.69,162,,Canceled by Driver,,
indore_ola,2025-01-18,13:40,Mini,MR 1,Aerodrome Road,16.97,253,,Canceled by Driver,,
indore_ola,2025-01-01,02:32,Mini,Geeta Bhawan,RNT Marg,3.33,264,,Incomplete,,
indore_ola,2025-01-20,01:20,Prime SUV,Geeta Bhawan,Patel Nagar,18.67,655,,Canceled by Driver,,
indore_ola,2025-01-26,13:56,Prime SUV,Scheme No. 94,Super Corridor,5.56,421,,Canceled by Driver,,
indore_ola,2025-01-15,16:20,Prime Plus,Scheme No. 74,Bhanwarkuan,10.11,445,,Canceled by Customer,,
indore_ola,2025-01-18,14:01,Prime Plus,MG Road,Nanda Nagar,8.89,709,,Success,3.4,3.1
indore_ola,2025-01-27,01:56,eBike,Patel Nagar,Super Corridor,17.91,566,,Success,4.5,4.1
indore_ola,2025-01-05,05:09,Auto,Mhow Naka,Nanda Nagar,18.39,1354,,Success,3.6,3.9
indore_ola,2025-01-28,03:59,Auto,Saket Nagar,MR 1,3.1,297,,Success,3.4,3.9
indore_ola,2025-01-07,11:03,Auto,Palasia,Ring Road,10.77,487,,Success,4.3,4.2
indore_ola,2025-01-05,23:29,Prime SUV,Navlakha,Lasudia Mori,11.07,1393,,Canceled by Driver,,
indore_ola,2025-01-01,04:54,Prime Plus,Aerodrome Road,Scheme No. 114,6.94,623,,Success,3.1,4.5
indore_ola,2025-01-16,11:59,Mini,MR 3,Sudama Nagar,17.74,223,,Success,4.8,4.2
indore_ola,2025-01-27,22:04,Prime SUV,Sapna Sangeeta,Pipliyahana,17.15,887,,Success,3.3,3.1
indore_ola,2025-01-24,03:07,eBike,MR 10,Scheme No. 140,11.82,588,,Success,4.4,3.1
indore_ola,2025-01-27,20:26,Auto,Lasudia Mori,Pipliyahana,8.58,188,,Incomplete,,
indore_ola,2025-01-22,14:46,Prime Plus,MR 10,Chhoti Gwaltoli,3.16,296,,Success,4.7,5.0
indore_ola,2025-01-31,22:31,Auto,Ring Road,Scheme No. 78,18.09,986,,Canceled by Driver,,
indore_ola,2025-01-11,11:40,Prime Sedan,Khajrana,Saket Nagar,14.46,1114,,Success,3.4,3.2
indore_ola,2025-01-16,06:02,Mini,Lokmanya Nagar,Scheme No. 94,9.26,708,,Incomplete,,
indore_ola,2025-01-14,08:31,Auto,MR 2,RNT Marg,10.3,249,,Success,4.3,4.4
indore_ola,2025-01-28,07:29,Mini,Scheme No. 71,Saket Nagar,15.67,486,,Canceled by Customer,,
indore_ola,2025-01-29,17:09,Prime SUV,Banganga,Chhoti Gwaltoli,6.37,448,,Canceled by Driver,,
indore_ola,2025-01-15,05:43,Mini,Sapna Sangeeta,MR 1,18.77,159,,Success,4.5,3.9
indore_ola,2025-01-06,23:23,eBike,Juni Indore,Geeta Bhawan,2.18,1552,,Success,3.9,4.8
indore_ola,2025-01-29,09:34,Prime SUV,Ring Road,South Tukoganj,3.21,271,,Canceled by Customer,,
indore_ola,2025-01-09,22:51,eBike,MR 1,Navlakha,12.17,464,,Canceled by Driver,,
indore_ola,2025-01-19,23:47,Mini,Bada Gwaltoli,MR 3,11.79,1176,,Success,4.2,4.7
indore_ola,2025-01-23,22:51,Auto,Ring Road,AB Road,7.13,270,,Success,4.2,4.9
indore_ola,2025-01-04,13:22,Prime Sedan,Hira Nagar,Bhanwarkuan,12.94,2941,,Success,3.0,3.1
indore_ola,2025-01-04,05:09,Auto,Malharganj,MR 4,3.4,598,,Success,4.8,3.9
indore_ola,2025-01-07,14:34,Mini,Nanda Nagar,Khajrana,18.95,454,,Success,4.2,4.4
indore_ola,2025-01-07,14:56,Prime Sedan,Geeta Bhawan,Scheme No. 72,2.32,162,,Success,4.6,4.6
indore_ola,2025-01-09,07:17,Auto,Patel Nagar,Geeta Bhawan,16.89,414,,Canceled by Driver,,
indore_ola,2025-01-05,13:51,Prime Plus,Bada Gwaltoli,Tilak Nagar,7.41,691,,Canceled by Driver,,
indore_ola,2025-01-02,21:38,Prime Plus,Saket Nagar,LIG Colony,17.09,222,,Success,3.6,4.9
indore_ola,2025-01-27,20:36,eBike,Patel Nagar,MR 10,12.15,529,,Canceled by Driver,,
indore_ola,2025-01-02,16:53,Prime SUV,Bhanwarkuan,South Tukoganj,4.76,216,,Canceled by Driver,,
indore_ola,2025-01-10,07:37,Bike,Khajrana,MG Road,13.39,479,,Canceled by Driver,,
indore_ola,2025-01-16,16:12,eBike,Palasia,Hira Nagar,8.94,485,,Success,3.2,4.0
indore_ola,2025-01-18,03:04,Bike,Sudama Nagar,Patel Nagar,14.72,183,,Incomplete,,
indore_ola,2025-01-10,14:15,Prime Plus,Annapurna,Juni Indore,4.84,413,,Incomplete,,
indore_ola,2025-01-13,12:50,Bike,MR 1,AB Road,15.63,221,,Success,4.2,4.3
indore_ola,2025-01-05,08:58,Prime Plus,Mhow Naka,Lasudia Mori,8.08,1320,,Success,3.3,4.4
indore_ola,2025-01-17,05:19,Prime Sedan,Scheme No. 78,Scheme No. 114,10.25,728,,Success,3.1,4.9
indore_ola,2025-01-31,18:09,eBike,Silicon City,Bada Gwaltoli,14.94,585,,Success,3.7,3.5
indore_ola,2025-01-19,23:38,Auto,Saket Nagar,Mhow Naka,13.08,685,,Success,4.5,4.4
indore_ola,2025-01-13,10:20,Prime Plus,Tilak Nagar,Scheme No. 78,6.83,439,,Canceled by Driver,,
indore_ola,2025-01-29,05:45,Auto,Rajendra Nagar,Scheme No. 71,18.19,476,,Success,4.9,3.9
indore_ola,2025-01-04,03:21,Bike,Scheme No. 74,MR 2,9.25,387,,Canceled by Driver,,
indore_ola,2025-01-22,17:45,eBike,Khajrana,Tilak Nagar,18.47,419,,Success,3.4,4.7
indore_ola,2025-01-28,22:00,eBike,Navlakha,Tilak Nagar,13.32,321,,Canceled by Driver,,
indore_ola,2025-01-26,15:54,Prime Plus,Sudama Nagar,LIG Colony,16.72,405,,Success,4.1,3.9
indore_ola,2025-01-08,00:30,eBike,Bhanwarkuan,Silicon City,8.56,257,,Success,4.6,3.8
indore_ola,2025-01-29,23:30,Prime Plus,Sapna Sangeeta,Lasudia Mori,10.23,217,,Success,4.1,3.4
indore_ola,2025-01-22,16:13,Auto,Patel Nagar,Scheme No. 94,6.71,266,,Canceled by Driver,,
indore_ola,2025-01-30,09:27,Bike,MR 3,Scheme No. 114,17.55,912,,Canceled by Driver,,
indore_ola,2025-01-25,21:35,Auto,MG Road,Super Corridor,16.04,735,,Success,4.5,4.4
indore_ola,2025-01-24,13:56,eBike,Tilak Nagar,Lokmanya Nagar,13.63,727,,Success,4.0,3.3
indore_ola,2025-01-25,09:56,Prime Plus,Sapna Sangeeta,RNT Marg,14.93,466,,Canceled by Customer,,
indore_ola,2025-01-10,01:20,Auto,Navlakha,MG Road,17.88,1984,,Success,3.2,3.7
indore_ola,2025-01-09,10:17,eBike,Navlakha,Scheme No. 72,19.93,131,,Incomplete,,
indore_ola,2025-01-03,20:26,Auto,Ring Road,Scheme No. 114,4.89,319,,Success,4.1,3.9
indore_ola,2025-01-01,15:08,Prime SUV,MR 2,Silicon City,13.46,204,,Canceled by Driver,,
indore_ola,2025-01-18,10:11,Mini,Mhow Naka,Sudama Nagar,16.54,573,,Success,4.5,3.9
indore_ola,2025-01-23,15:53,eBike,MR 10,Bada Gwaltoli,13.29,209,,Success,3.9,4.6
indore_ola,2025-01-09,15:13,Mini,Scheme No. 114,Saket Nagar,13.85,217,,Success,3.7,3.5
indore_ola,2025-01-07,18:39,Bike,Aerodrome Road,Bhanwarkuan,17.98,401,,Success,3.6,3.1
indore_ola,2025-01-05,04:32,Bike,MG Road,Super Corridor,5.39,717,,Success,3.1,3.7
indore_ola,2025-01-28,22:12,Prime SUV,Palasia,Scheme No. 72,7.04,264,,Success,4.5,3.5
indore_ola,2025-01-18,06:27,Bike,Scheme No. 74,Ring Road,2.9,279,,Success,3.5,3.1
indore_ola,2025-01-29,03:54,Prime Sedan,Sapna Sangeeta,Juni Indore,12.46,263,,Success,4.5,3.7
indore_ola,2025-01-27,21:09,Bike,Super Corridor,MR 1,3.76,510,,Success,3.4,3.4
indore_ola,2025-01-10,18:01,Prime SUV,Bhanwarkuan,Scheme No. 71,2.17,304,,Success,4.1,4.3
indore_ola,2025-01-29,11:07,Prime SUV,Lokmanya Nagar,Patel Nagar,18.51,469,,Success,4.9,4.2
indore_ola,2025-01-27,05:30,Auto,Scheme No. 73,Mhow Naka,4.93,889,,Success,3.1,4.8
indore_ola,2025-01-13,16:40,Bike,MR 4,Chhoti Gwaltoli,10.53,203,,Success,3.1,4.8
indore_ola,2025-01-12,17:30,Mini,Annapurna,Scheme No. 114,8.05,994,,Canceled by Driver,,
indore_ola,2025-01-28,07:35,Prime SUV,Aerodrome Road,Pipliyahana,7.29,306,,Success,3.9,3.3
indore_ola,2025-01-12,19:22,Prime SUV,Scheme No. 114,Banganga,2.82,430,,Success,4.8,4.2
indore_ola,2025-01-27,03:41,Bike,Super Corridor,Mhow Naka,4.46,663,,Canceled by Driver,,
indore_ola,2025-01-04,11:35,Prime SUV,MG Road,Scheme No. 94,3.93,225,,Canceled by Customer,,
indore_ola,2025-01-09,08:38,eBike,Scheme No. 72,Banganga,9.71,374,,Success,4.7,3.9
indore_ola,2025-01-31,16:57,Bike,Banganga,Pipliyahana,12.57,184,,Canceled by Customer,,
indore_ola,2025-01-16,01:41,Prime Plus,MR 9,Rau,18.9,423,,Canceled by Customer,,
indore_ola,2025-01-08,21:09,Bike,Chhoti Gwaltoli,Scheme No. 72,2.54,1180,,Canceled by Driver,,
indore_ola,2025-01-06,10:19,Prime Plus,Hira Nagar,MR 1,12.05,128,,Success,4.2,4.8
indore_ola,2025-01-30,09:39,eBike,AB Road,Scheme No. 94,2.54,1472,,Canceled by Driver,,
indore_ola,2025-01-13,21:04,Prime SUV,Pipliyahana,MR 10,15.4,405,,Success,3.5,4.9
indore_ola,2025-01-29,04:50,Prime SUV,MR 10,Rau,9.56,205,,Canceled by Driver,,
indore_ola,2025-01-29,22:10,Mini,RNT Marg,Silicon City,4.45,210,,Canceled by Driver,,
indore_ola,2025-01-11,17:21,Auto,MR 3,Scheme No. 54,15.96,556,,Canceled by Driver,,
indore_ola,2025-01-01,07:16,Prime SUV,Scheme No. 114,MR 9,13.68,532,,Incomplete,,
indore_ola,2025-01-08,02:30,Prime Sedan,MR 2,Scheme No. 140,3.86,451,,Canceled by Driver,,
indore_ola,2025-01-17,10:04,Mini,Bhanwarkuan,MR 1,19.03,375,,Success,3.9,3.3
indore_ola,2025-01-29,16:18,eBike,Hira Nagar,Bhanwarkuan,7.54,258,,Success,3.6,4.5
indore_ola,2025-01-23,04:26,Mini,Patel Nagar,Scheme No. 140,11.81,441,,Canceled by Customer,,
indore_ola,2025-01-04,02:42,Prime SUV,Palasia,Lokmanya Nagar,19.22,2316,,Success,4.2,4.8
indore_ola,2025-01-18,07:08,eBike,Lasudia Mori,Ring Road,16.82,193,,Success,3.1,3.5
indore_ola,2025-01-29,12:52,eBike,Scheme No. 74,Sudama Nagar,7.38,526,,Success,3.5,4.8
indore_ola,2025-01-02,04:01,Prime Plus,South Tukoganj,Scheme No. 72,9.46,112,,Success,4.8,4.8
indore_ola,2025-01-30,05:17,Prime Sedan,Lokmanya Nagar,MR 1,6.04,177,,Success,4.0,4.2
indore_ola,2025-01-16,22:18,Prime Plus,Bhanwarkuan,Nanda Nagar,6.86,449,,Success,3.5,4.5
indore_ola,2025-01-18,11:44,Mini,MR 4,MG Road,5.28,1450,,Success,4.7,4.8
indore_ola,2025-01-23,00:06,Prime Plus,MG Road,Scheme No. 78,11.9,457,,Success,3.9,4.4
indore_ola,2025-01-22,17:11,Bike,Annapurna,Tilak Nagar,2.29,377,,Success,3.7,3.7
indore_ola,2025-01-10,02:56,Prime Sedan,Tilak Nagar,Scheme No. 74,5.97,455,,Canceled by Driver,,
indore_ola,2025-01-01,00:08,Auto,Scheme No. 72,Juni Indore,10.86,195,,Success,4.3,3.1
indore_ola,2025-01-22,07:40,Mini,Juni Indore,Rau,18.68,379,,Canceled by Driver,,
indore_ola,2025-01-03,17:37,Bike,Navlakha,Hira Nagar,13.91,316,,Canceled by Customer,,
indore_ola,2025-01-27,19:15,Prime Sedan,Navlakha,Scheme No. 73,17.71,494,,Canceled by Driver,,
indore_ola,2025-01-04,14:06,Prime SUV,AB Road,Lasudia Mori,18.87,813,,Success,4.7,4.6
indore_ola,2025-01-02,13:50,Mini,Banganga,MR 1,5.2,389,,Canceled by Driver,,
indore_ola,2025-01-22,10:20,Bike,MR 4,Scheme No. 78,9.64,855,,Success,3.9,3.6
indore_ola,2025-01-19,08:00,Mini,Bhanwarkuan,Sapna Sangeeta,3.31,171,,Canceled by Driver,,
indore_ola,2025-01-12,15:23,Prime SUV,MR 1,Vijay Nagar,19.53,207,,Success,4.2,3.0
indore_ola,2025-01-18,08:13,Prime Plus,MR 1,Scheme No. 114,9.36,1329,,Incomplete,,
indore_ola,2025-01-26,13:45,eBike,Juni Indore,Palasia,19.09,1186,,Success,3.3,3.6
indore_ola,2025-01-07,18:47,Prime Sedan,MR 10,AB Road,5.81,305,,Success,4.1,5.0
indore_ola,2025-01-22,12:58,Mini,MR 1,MR 3,14.5,365,,Success,3.9,4.2
indore_ola,2025-01-14,22:01,Prime Plus,Sudama Nagar,Khajrana,13.93,137,,Success,4.5,4.5
indore_ola,2025-01-11,10:05,eBike,Bada Gwaltoli,South Tukoganj,11.52,537,,Success,3.9,4.1
indore_ola,2025-01-06,22:32,Prime Plus,Khajrana,Palasia,5.8,316,,Success,4.4,4.0
indore_ola,2025-01-08,16:34,Prime Sedan,Bhawarkua,Scheme No. 114,8.57,351,,Success,3.4,4.8
indore_ola,2025-01-21,07:33,Prime Sedan,Pipliyahana,Bada Gwaltoli,2.5,164,,Success,4.1,3.6
indore_ola,2025-01-04,09:52,eBike,Saket Nagar,Bhanwarkuan,3.12,471,,Success,3.8,3.9
indore_ola,2025-01-25,04:08,Prime SUV,Scheme No. 94,Malharganj,11.98,1483,,Canceled by Customer,,
indore_ola,2025-01-11,05:51,Prime SUV,Super Corridor,MR 4,16.02,630,,Success,4.3,4.6
indore_ola,2025-01-29,21:17,Prime Plus,Saket Nagar,Nanda Nagar,19.61,886,,Incomplete,,
indore_ola,2025-01-28,15:24,eBike,Scheme No. 140,Annapurna,13.56,178,,Canceled by Driver,,
indore_ola,2025-01-09,03:16,Prime Plus,Scheme No. 94,RNT Marg,15.76,322,,Success,3.3,3.3
indore_ola,2025-01-25,21:52,Bike,Mhow Naka,Bhanwarkuan,16.49,610,,Success,4.5,3.5
indore_ola,2025-01-20,19:02,Prime Plus,Lasudia Mori,Malharganj,15.27,874,,Success,3.4,3.9
indore_ola,2025-01-10,10:05,Prime Sedan,MR 10,Scheme No. 73,13.4,474,,Success,4.6,3.6
indore_ola,2025-01-18,18:15,Bike,MR 10,MR 9,15.33,1311,,Success,3.8,4.0
indore_ola,2025-01-18,05:27,Prime SUV,MR 10,Aerodrome Road,3.11,321,,Canceled by Customer,,
indore_ola,2025-01-09,18:18,Prime Plus,Geeta Bhawan,Khajrana,17.7,206,,Success,3.7,3.1
indore_ola,2025-01-10,00:47,Prime SUV,Bhawarkua,MR 2,2.03,208,,Canceled by Driver,,
indore_ola,2025-01-22,01:37,eBike,Silicon City,Vijay Nagar,18.82,495,,Canceled by Driver,,
indore_ola,2025-01-23,10:49,Auto,Scheme No. 94,Scheme No. 114,4.23,203,,Success,4.3,4.5
indore_ola,2025-01-01,12:10,Mini,Annapurna,Bada Gwaltoli,8.77,145,,Incomplete,,
indore_ola,2025-01-27,18:46,Prime Sedan,Lokmanya Nagar,Mhow Naka,8.31,306,,Success,3.3,3.9
indore_ola,2025-01-04,16:44,eBike,Khajrana,Scheme No. 54,12.98,1402,,Success,4.0,3.8
indore_ola,2025-01-03,19:44,Prime Sedan,Saket Nagar,Sapna Sangeeta,10.8,385,,Success,4.4,3.8
indore_ola,2025-01-30,19:25,Bike,MR 10,Scheme No. 74,7.67,203,,Canceled by Driver,,
indore_ola,2025-01-09,09:49,Bike,Lokmanya Nagar,Patel Nagar,14.87,811,,Success,3.3,4.0
indore_ola,2025-01-05,08:22,eBike,MR 10,Nanda Nagar,6.46,472,,Success,4.9,3.6
indore_ola,2025-01-15,16:55,Bike,Scheme No. 78,Saket Nagar,2.13,288,,Success,3.7,4.0
indore_ola,2025-01-14,00:53,Prime SUV,Lasudia Mori,Hira Nagar,10.6,510,,Success,4.3,3.9
indore_ola,2025-01-12,04:31,Mini,Bada Gwaltoli,Scheme No. 73,8.13,1069,,Success,4.5,4.8
indore_ola,2025-01-10,05:37,Prime SUV,LIG Colony,Geeta Bhawan,14.76,787,,Canceled by Driver,,
indore_ola,2025-01-18,04:25,Prime SUV,Super Corridor,Rajendra Nagar,7.87,690,,Success,3.6,3.1
indore_ola,2025-01-12,23:39,Prime SUV,MR 2,MR 10,19.41,721,,Success,3.3,4.4
indore_ola,2025-01-11,08:38,Mini,Scheme No. 72,Scheme No. 94,19.11,492,,Canceled by Customer,,
indore_ola,2025-01-05,02:22,Mini,Patel Nagar,Tilak Nagar,7.63,1036,,Canceled by Driver,,
indore_ola,2025-01-16,03:56,Auto,South Tukoganj,Scheme No. 74,6.15,685,,Success,4.8,5.0
indore_ola,2025-01-18,02:35,Auto,Malharganj,MR 1,19.27,444,,Success,4.1,3.5
indore_ola,2025-01-05,07:27,eBike,Navlakha,Malharganj,7.16,408,,Canceled by Customer,,
indore_ola,2025-01-26,07:46,Mini,Banganga,Palasia,14.83,609,,Incomplete,,
indore_ola,2025-01-18,16:17,Prime Sedan,Saket Nagar,Chhoti Gwaltoli,11.21,897,,Success,4.6,3.2
indore_ola,2025-01-08,13:39,Mini,MG Road,Chhoti Gwaltoli,10.13,880,,Success,4.5,3.8
indore_ola,2025-01-25,13:48,Prime SUV,Juni Indore,Rau,11.41,409,,Incomplete,,
indore_ola,2025-01-11,02:21,Prime Sedan,Palasia,Scheme No. 140,16.66,214,,Success,3.8,3.4
indore_ola,2025-01-14,00:55,Prime Sedan,Aerodrome Road,Saket Nagar,16.64,120,,Success,3.1,4.9
