source_dataset,vehicle_type,ac_type,distance_km,fare_amount,base_fare,base_km,per_km_rate
delhi_notification_2023,taxi,non_ac,4.4,97.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,4.5,99.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,4.6,101.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,4.7,102.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,4.8,104.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,4.9,106.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,5.0,108.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,5.1,109.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,5.2,111.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,5.3,113.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,5.4,114.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,5.5,116.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,5.6,118.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,5.7,119.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,5.8,121.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,5.9,123.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,6.0,125.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,6.1,126.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,6.2,128.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,6.3,130.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,6.4,131.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,6.5,133.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,6.6,135.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,6.7,136.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,6.8,138.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,6.9,140.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,7.0,142.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,7.1,143.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,7.2,145.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,7.3,147.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,7.4,148.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,7.5,150.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,7.6,152.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,7.7,153.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,7.8,155.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,7.9,157.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,8.0,159.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,8.1,160.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,8.2,162.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,8.3,164.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,8.4,165.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,8.5,167.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,8.6,169.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,8.7,170.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,8.8,172.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,8.9,174.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,9.0,176.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,9.1,177.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,9.2,179.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,9.3,181.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,9.4,182.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,9.5,184.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,9.6,186.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,9.7,187.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,9.8,189.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,9.9,191.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,10.0,193.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,10.1,194.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,10.2,196.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,10.3,198.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,10.4,199.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,10.5,201.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,10.6,203.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,10.7,204.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,10.8,206.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,10.9,208.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,11.0,210.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,11.1,211.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,11.2,213.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,11.3,215.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,11.4,216.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,11.5,218.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,11.6,220.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,11.7,221.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,11.8,223.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,11.9,225.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,12.0,227.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,12.1,228.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,12.2,230.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,12.3,232.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,12.4,233.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,12.5,235.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,12.6,237.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,12.7,238.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,12.8,240.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,12.9,242.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,13.0,244.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,13.1,245.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,13.2,247.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,13.3,249.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,13.4,250.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,13.5,252.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,13.6,254.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,13.7,255.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,13.8,257.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,13.9,259.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,14.0,261.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,14.1,262.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,14.2,264.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,14.3,266.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,14.4,267.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,14.5,269.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,14.6,271.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,14.7,272.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,14.8,274.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,14.9,276.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,15.0,278.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,15.1,279.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,15.2,281.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,15.3,283.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,15.4,284.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,15.5,286.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,15.6,288.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,15.7,289.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,15.8,291.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,15.9,293.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,16.0,295.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,16.1,296.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,16.2,298.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,16.3,300.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,16.4,301.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,16.5,303.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,16.6,305.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,16.7,306.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,16.8,308.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,16.9,310.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,17.0,312.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,17.1,313.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,17.2,315.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,17.3,317.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,17.4,318.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,17.5,320.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,17.6,322.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,17.7,323.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,17.8,325.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,17.9,327.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,18.0,329.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,18.1,330.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,18.2,332.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,18.3,334.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,18.4,335.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,18.5,337.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,18.6,339.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,18.7,340.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,18.8,342.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,18.9,344.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,19.0,346.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,19.1,347.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,19.2,349.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,19.3,351.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,19.4,352.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,19.5,354.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,19.6,356.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,19.7,357.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,19.8,359.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,19.9,361.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,20.0,363.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,20.1,364.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,20.2,366.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,20.3,368.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,20.4,369.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,20.5,371.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,20.6,373.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,20.7,374.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,20.8,376.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,20.9,378.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,21.0,380.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,21.1,381.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,21.2,383.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,21.3,385.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,21.4,386.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,21.5,388.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,21.6,390.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,21.7,391.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,21.8,393.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,21.9,395.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,22.0,397.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,22.1,398.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,22.2,400.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,22.3,402.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,22.4,403.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,22.5,405.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,22.6,407.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,22.7,408.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,22.8,410.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,22.9,412.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,23.0,414.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,23.1,415.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,23.2,417.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,23.3,419.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,23.4,420.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,23.5,422.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,23.6,424.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,23.7,425.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,23.8,427.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,23.9,429.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,24.0,431.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,24.1,432.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,24.2,434.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,24.3,436.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,24.4,437.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,24.5,439.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,24.6,441.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,24.7,442.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,24.8,444.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,24.9,446.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,25.0,448.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,25.1,449.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,25.2,451.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,25.3,453.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,25.4,454.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,25.5,456.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,25.6,458.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,25.7,459.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,25.8,461.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,25.9,463.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,26.0,465.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,26.1,466.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,26.2,468.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,26.3,470.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,26.4,471.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,26.5,473.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,26.6,475.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,26.7,476.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,26.8,478.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,26.9,480.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,27.0,482.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,27.1,483.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,27.2,485.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,27.3,487.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,27.4,488.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,27.5,490.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,27.6,492.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,27.7,493.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,27.8,495.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,27.9,497.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,28.0,499.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,28.1,500.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,28.2,502.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,28.3,504.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,28.4,505.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,28.5,507.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,28.6,509.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,28.7,510.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,28.8,512.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,28.9,514.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,29.0,516.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,29.1,517.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,29.2,519.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,29.3,521.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,29.4,522.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,29.5,524.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,29.6,526.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,29.7,527.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,29.8,529.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,29.9,531.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,30.0,533.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,30.1,534.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,30.2,536.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,30.3,538.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,30.4,539.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,30.5,541.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,30.6,543.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,30.7,544.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,30.8,546.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,30.9,548.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,31.0,550.0,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,31.1,551.7,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,31.2,553.4,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,31.3,555.1,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,31.4,556.8,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,31.5,558.5,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,31.6,560.2,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,31.7,561.9,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,31.8,563.6,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,31.9,565.3,40.0,1.0,17.0
delhi_notification_2023,taxi,non_ac,32.0,567.0,40.0,1.0,17.0
delhi_notification_2023,taxi,ac,0-1.0,40.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,1.1,42.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,1.2,44.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,1.3,46.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,1.4,48.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,1.5,50.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,1.6,52.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,1.7,54.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,1.8,56.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,1.9,58.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,2.0,60.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,2.1,62.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,2.2,64.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,2.3,66.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,2.4,68.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,2.5,70.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,2.6,72.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,2.7,74.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,2.8,76.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,2.9,78.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,3.0,80.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,3.1,82.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,3.2,84.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,3.3,86.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,3.4,88.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,3.5,90.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,3.6,92.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,3.7,94.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,3.8,96.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,3.9,98.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,4.0,100.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,4.1,102.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,4.2,104.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,4.3,106.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,4.4,108.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,4.5,110.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,4.6,112.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,4.7,114.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,4.8,116.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,4.9,118.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,5.0,120.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,5.1,122.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,5.2,124.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,5.3,126.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,5.4,128.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,5.5,130.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,5.6,132.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,5.7,134.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,5.8,136.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,5.9,138.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,6.0,140.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,6.1,142.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,6.2,144.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,6.3,146.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,6.4,148.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,6.5,150.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,6.6,152.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,6.7,154.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,6.8,156.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,6.9,158.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,7.0,160.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,7.1,162.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,7.2,164.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,7.3,166.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,7.4,168.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,7.5,170.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,7.6,172.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,7.7,174.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,7.8,176.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,7.9,178.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,8.0,180.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,8.1,182.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,8.2,184.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,8.3,186.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,8.4,188.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,8.5,190.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,8.6,192.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,8.7,194.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,8.8,196.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,8.9,198.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,9.0,200.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,9.1,202.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,9.2,204.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,9.3,206.0,40.0,1.0,20.0
delhi_notification_2023,taxi,ac,9.4,208.0,40.0,1.0,20.0
